user_id,signup_month,transaction_month,month_offset,net_revenue
6172,2021-08-01,2021-10-01,2,36.86000061035156
40624,2020-05-01,2021-03-01,10,364.9600028991699
21524,2019-05-01,2022-01-01,32,146.9300022125244
54890,2021-10-01,2022-05-01,7,131.94000244140625
21783,2022-01-01,2022-05-01,4,131.94000244140625
40517,2019-09-01,2021-07-01,22,131.94000244140625
63947,2019-07-01,2019-08-01,1,43.11000061035156
90920,2019-07-01,2021-05-01,22,227.69000434875488
37971,2019-10-01,2022-04-01,30,301.24000549316406
36499,2022-01-01,2022-02-01,1,68.79000091552734
2281,2021-05-01,2021-12-01,7,159.63000011444092
2936,2021-03-01,2021-06-01,3,149.94000244140625
62259,2021-11-01,2021-11-01,0,67.47000122070312
11274,2021-09-01,2022-05-01,8,156.18000030517578
52660,2020-06-01,2020-11-01,5,95.47000122070312
65381,2021-09-01,2021-12-01,3,80.38000106811523
92936,2019-09-01,2022-03-01,30,33.86000061035156
10023,2021-09-01,2021-11-01,2,55.86000061035156
61588,2020-09-01,2021-10-01,13,99.97000122070312
80205,2020-03-01,2020-09-01,6,15.760000228881836
79243,2019-06-01,2020-02-01,8,52.01000213623047
86793,2021-06-01,2021-07-01,1,216.04000091552734
47796,2021-04-01,2021-10-01,6,186.9199981689453
20015,2021-02-01,2022-02-01,12,40.08000183105469
45441,2020-12-01,2022-04-01,16,182.57000160217285
91687,2019-12-01,2021-01-01,13,110.69000434875488
56408,2020-08-01,2021-07-01,11,56.83000183105469
7185,2020-03-01,2020-10-01,7,109.91000366210938
3578,2021-07-01,2022-03-01,8,182.26000595092773
45267,2021-08-01,2022-03-01,7,37.77000045776367
808,2021-03-01,2022-01-01,10,13.770000457763672
41387,2021-12-01,2022-01-01,1,22.540000915527344
76597,2020-08-01,2021-08-01,12,22.540000915527344
92611,2021-07-01,2021-07-01,0,28.540000915527344
1428,2020-01-01,2020-04-01,3,45.08000183105469
16560,2020-04-01,2021-09-01,17,45.08000183105469
63223,2021-02-01,2021-06-01,4,45.08000183105469
32832,2020-12-01,2021-10-01,10,117.08000183105469
4256,2021-02-01,2021-03-01,1,138.87000179290771
79176,2019-12-01,2020-05-01,5,134.07000732421875
31995,2020-05-01,2020-10-01,5,22.790000915527344
51024,2020-07-01,2021-06-01,11,23.790000915527344
66630,2021-02-01,2021-02-01,0,127.27999877929688
61181,2019-02-01,2019-08-01,6,128.8300018310547
15899,2019-06-01,2020-09-01,15,103.91000366210938
62357,2022-04-01,2022-05-01,1,16.209999084472656
76123,2022-03-01,2022-05-01,2,66.20999908447266
29789,2021-03-01,2021-10-01,7,129.92999267578125
98200,2021-07-01,2021-09-01,2,129.92999267578125
87797,2019-05-01,2020-01-01,8,319.65999603271484
41372,2020-11-01,2022-02-01,15,8.729999542236328
32666,2021-02-01,2022-03-01,13,341.21000480651855
67836,2022-04-01,2022-05-01,1,35.72999954223633
53260,2022-01-01,2022-05-01,4,34.28999900817871
44673,2020-02-01,2022-01-01,23,101.83999633789062
10343,2019-03-01,2021-06-01,27,151.1099967956543
73532,2021-10-01,2022-05-01,7,47.16999816894531
47434,2022-04-01,2022-05-01,1,120.20999908447266
76165,2020-04-01,2020-05-01,1,108.16999816894531
30301,2020-05-01,2021-04-01,11,106.33999633789062
95678,2020-11-01,2021-02-01,3,182.70999908447266
87428,2021-09-01,2021-10-01,1,64.61000061035156
92457,2019-12-01,2020-09-01,9,41.41999816894531
49359,2019-01-01,2020-08-01,19,198.86999893188477
4625,2022-04-01,2022-05-01,1,113.16999816894531
10474,2020-06-01,2021-03-01,9,242.4199981689453
69853,2019-07-01,2019-08-01,1,4.989999771118164
23506,2021-01-01,2021-02-01,1,159.67999935150146
96628,2020-12-01,2022-05-01,17,94.9799976348877
13509,2022-02-01,2022-04-01,2,18.4399995803833
67389,2022-03-01,2022-04-01,1,217.1299991607666
97609,2019-11-01,2021-12-01,25,5.989999771118164
47765,2019-08-01,2019-10-01,2,6.489999771118164
4703,2020-08-01,2021-03-01,7,98.92999649047852
67194,2020-07-01,2022-03-01,20,6.989999771118164
69300,2019-12-01,2022-01-01,25,81.98999977111816
42475,2019-04-01,2019-10-01,6,6.989999771118164
85465,2022-06-01,2022-06-01,0,6.989999771118164
16570,2021-09-01,2022-02-01,5,85.97000122070312
70809,2020-01-01,2022-05-01,28,11.979999542236328
11763,2022-02-01,2022-03-01,1,487.96001052856445
77303,2019-05-01,2022-03-01,34,173.17999649047852
16248,2020-01-01,2020-06-01,5,14.979999542236328
24480,2019-09-01,2021-07-01,22,226.97999954223633
28820,2021-03-01,2021-10-01,7,74.93000030517578
64056,2021-08-01,2021-11-01,3,14.979999542236328
41557,2019-08-01,2022-05-01,33,96.97999954223633
43735,2019-10-01,2022-03-01,29,15.979999542236328
2180,2022-05-01,2022-05-01,0,19.959999084472656
67292,2022-01-01,2022-04-01,3,190.9199981689453
32316,2021-11-01,2022-03-01,4,189.02999877929688
47838,2022-05-01,2022-06-01,1,164.29999923706055
86810,2020-03-01,2021-06-01,15,34.38999938964844
13266,2022-04-01,2022-05-01,1,36.38999938964844
82243,2019-08-01,2021-08-01,24,52.38999938964844
94630,2021-08-01,2022-03-01,7,52.38999938964844
53540,2019-02-01,2019-11-01,9,56.38999938964844
85444,2020-12-01,2021-10-01,10,60.38999938964844
84272,2019-12-01,2020-04-01,4,214.26999855041504
56779,2021-02-01,2022-01-01,11,44.510000228881836
58103,2020-12-01,2021-10-01,10,9.15999984741211
18732,2019-11-01,2021-10-01,23,162.8800048828125
9316,2020-11-01,2020-12-01,1,49.13999938964844
49025,2020-03-01,2021-12-01,21,94.52999877929688
23347,2019-02-01,2019-09-01,7,8.90999984741211
12208,2021-02-01,2022-02-01,12,41.63999938964844
69828,2020-12-01,2021-11-01,11,61.99999809265137
91716,2020-05-01,2020-06-01,1,313.98999404907227
55645,2021-03-01,2021-06-01,3,81.2699966430664
29576,2022-03-01,2022-04-01,1,277.0799865722656
36885,2019-03-01,2021-07-01,28,458.3199863433838
64894,2021-02-01,2021-05-01,3,212.1899995803833
85492,2020-02-01,2020-08-01,6,45.3799991607666
57916,2019-07-01,2022-01-01,30,46.7599983215332
90089,2021-09-01,2022-03-01,6,229.5900058746338
57991,2022-01-01,2022-02-01,1,37.2599983215332
34057,2020-12-01,2021-04-01,4,137.56000232696533
2266,2019-08-01,2022-01-01,29,14.9399995803833
44767,2020-12-01,2021-05-01,5,353.23999881744385
17932,2021-05-01,2021-09-01,4,19.8799991607666
53843,2019-12-01,2022-01-01,25,109.6100025177002
53851,2020-07-01,2020-07-01,0,79.53999900817871
3420,2021-04-01,2022-04-01,12,78.75
14310,2021-05-01,2021-06-01,1,115.5199966430664
85018,2022-04-01,2022-06-01,2,184.52999305725098
90958,2020-09-01,2021-05-01,8,106.22999954223633
5527,2020-08-01,2021-06-01,10,7.559999942779541
39358,2019-04-01,2021-02-01,22,82.06000232696533
76731,2021-11-01,2021-12-01,1,10.619999885559082
42972,2020-07-01,2020-07-01,0,36.61999988555908
35657,2020-12-01,2022-02-01,14,68.23999977111816
11369,2019-08-01,2020-09-01,13,68.95999908447266
9815,2020-07-01,2020-12-01,5,105.18999862670898
92513,2019-11-01,2022-03-01,28,194.45999908447266
95841,2021-02-01,2021-06-01,4,80.70999908447266
75728,2020-10-01,2022-06-01,20,68.40999984741211
21531,2019-11-01,2020-04-01,5,145.43999671936035
56760,2021-05-01,2022-05-01,12,274.4799995422363
63286,2021-07-01,2021-12-01,5,31.489999771118164
7472,2019-07-01,2020-08-01,13,31.489999771118164
81,2021-04-01,2021-10-01,6,32.97999954223633
15951,2019-04-01,2021-08-01,28,32.97999954223633
30906,2019-05-01,2022-03-01,34,52.619998931884766
45208,2020-06-01,2021-12-01,18,729.9799995422363
71860,2020-02-01,2021-09-01,19,34.97999954223633
80160,2019-05-01,2022-01-01,32,34.97999954223633
57044,2021-08-01,2022-04-01,8,34.97999954223633
83932,2021-08-01,2021-12-01,4,34.97999954223633
12520,2020-11-01,2022-04-01,17,585.8799991607666
68018,2022-05-01,2022-06-01,1,36.97999954223633
14199,2020-05-01,2021-02-01,9,377.9699993133545
68479,2020-06-01,2021-07-01,13,162.47999954223633
5060,2019-02-01,2021-02-01,24,63.0
69967,2022-02-01,2022-04-01,2,114.47999954223633
43933,2019-02-01,2021-06-01,28,46.97999954223633
68871,2020-01-01,2021-08-01,19,50.97999954223633
92952,2020-02-01,2022-01-01,23,54.97999954223633
22910,2019-01-01,2021-10-01,33,97.96999931335449
53587,2021-04-01,2021-09-01,5,56.97999954223633
46854,2020-05-01,2022-03-01,22,145.42999839782715
65006,2022-03-01,2022-05-01,2,121.47999954223633
42242,2022-03-01,2022-06-01,3,120.1799964904785
91545,2022-05-01,2022-05-01,0,239.99000072479248
36764,2019-03-01,2021-02-01,23,82.45999908447266
68997,2019-04-01,2019-06-01,2,236.40999603271484
76169,2019-08-01,2021-12-01,28,283.3399963378906
78168,2021-01-01,2021-09-01,8,8.369999885559082
35023,2020-01-01,2021-03-01,14,15.869999885559082
4796,2020-09-01,2022-02-01,17,16.739999771118164
81927,2021-06-01,2021-07-01,1,176.9499969482422
92524,2022-05-01,2022-05-01,0,67.70999908447266
64833,2022-05-01,2022-05-01,0,128.55000114440918
81392,2021-05-01,2022-02-01,9,16.989999771118164
84807,2021-08-01,2022-05-01,9,181.43999671936035
94820,2019-01-01,2020-10-01,21,184.98999977111816
20477,2019-08-01,2020-10-01,14,16.989999771118164
23955,2019-07-01,2021-05-01,22,16.989999771118164
29207,2020-02-01,2022-01-01,23,80.73999977111816
35333,2020-08-01,2022-05-01,21,191.44000053405762
73677,2020-11-01,2021-11-01,12,150.51999855041504
3728,2019-06-01,2022-01-01,31,16.989999771118164
17445,2021-11-01,2022-03-01,4,173.23000526428223
19306,2022-01-01,2022-02-01,1,16.989999771118164
60624,2020-01-01,2022-04-01,27,117.98999977111816
78490,2019-09-01,2022-04-01,31,16.989999771118164
79352,2022-04-01,2022-04-01,0,16.989999771118164
81535,2021-10-01,2022-03-01,5,17.989999771118164
86790,2021-12-01,2022-02-01,2,153.4300022125244
88880,2021-02-01,2021-03-01,1,17.989999771118164
97866,2021-08-01,2021-10-01,2,200.69000339508057
36801,2020-11-01,2022-05-01,18,29.979999542236328
42112,2021-04-01,2021-04-01,0,61.02000045776367
44025,2020-12-01,2021-11-01,11,473.9300060272217
90396,2019-10-01,2019-11-01,1,281.98999977111816
88415,2019-01-01,2019-12-01,11,17.989999771118164
99644,2022-02-01,2022-05-01,3,117.97999763488768
2495,2021-11-01,2022-02-01,3,18.989999771118164
7361,2019-06-01,2019-07-01,1,87.98999977111816
68409,2022-03-01,2022-05-01,2,18.989999771118164
96300,2020-06-01,2020-10-01,4,81.97000122070312
19518,2020-04-01,2021-01-01,9,18.989999771118164
33971,2021-12-01,2022-05-01,5,18.989999771118164
69959,2020-03-01,2020-12-01,9,43.989999771118164
79320,2020-08-01,2022-01-01,17,295.82999992370605
11535,2020-05-01,2021-06-01,13,58.94000053405761
42323,2019-03-01,2019-04-01,1,18.989999771118164
2587,2020-03-01,2020-06-01,3,52.89000129699707
10552,2020-04-01,2021-04-01,12,75.69000053405762
13045,2020-03-01,2021-10-01,19,247.28000831604004
14595,2019-01-01,2020-12-01,23,72.96999931335449
25677,2019-11-01,2020-05-01,6,19.989999771118164
26606,2021-03-01,2021-09-01,6,19.989999771118164
30599,2019-01-01,2022-01-01,36,56.739999771118164
35555,2019-01-01,2019-11-01,10,19.989999771118164
36827,2021-11-01,2022-01-01,2,19.989999771118164
38961,2020-12-01,2021-04-01,4,162.62999725341797
40342,2021-03-01,2022-05-01,14,19.989999771118164
41320,2019-02-01,2019-08-01,6,118.09000015258789
42561,2020-04-01,2021-04-01,12,66.98999977111816
43811,2021-08-01,2022-03-01,7,345.48000144958496
44222,2020-09-01,2022-05-01,20,111.70000076293945
45750,2020-04-01,2021-12-01,20,19.989999771118164
53457,2019-06-01,2019-12-01,6,19.989999771118164
55435,2022-03-01,2022-04-01,1,81.94000053405762
77226,2019-10-01,2020-08-01,10,19.989999771118164
78474,2019-07-01,2022-02-01,31,103.19000053405762
86168,2019-06-01,2022-03-01,33,19.989999771118164
95549,2022-05-01,2022-05-01,0,43.989999771118164
566,2021-06-01,2022-02-01,8,167.12000465393066
1710,2021-05-01,2022-05-01,12,19.989999771118164
2873,2019-12-01,2020-05-01,5,46.64999961853027
21125,2019-01-01,2020-02-01,13,79.98999977111816
29041,2019-02-01,2022-01-01,35,19.989999771118164
34426,2019-08-01,2021-02-01,18,19.989999771118164
38876,2022-03-01,2022-03-01,0,117.98999977111816
52491,2020-05-01,2021-11-01,18,19.989999771118164
67231,2021-04-01,2021-07-01,3,19.989999771118164
71267,2020-08-01,2022-05-01,21,69.94000053405762
71417,2021-05-01,2021-07-01,2,19.989999771118164
75377,2020-09-01,2021-08-01,11,177.98999977111816
78171,2021-05-01,2021-05-01,0,19.989999771118164
89459,2020-12-01,2022-05-01,17,19.989999771118164
89499,2019-03-01,2020-03-01,12,88.93999671936035
15948,2020-02-01,2021-09-01,19,19.989999771118164
21803,2020-08-01,2021-12-01,16,78.98000144958496
24468,2020-04-01,2021-03-01,11,61.64000129699707
43075,2020-06-01,2021-07-01,13,19.989999771118164
54124,2021-05-01,2022-01-01,8,28.9399995803833
74942,2020-12-01,2022-05-01,17,148.98000526428223
92970,2021-08-01,2022-02-01,6,19.989999771118164
47825,2019-02-01,2020-05-01,15,20.989999771118164
3713,2021-12-01,2022-03-01,3,147.8400001525879
5522,2022-01-01,2022-03-01,2,20.989999771118164
6918,2020-06-01,2021-03-01,9,20.989999771118164
83481,2021-09-01,2022-05-01,8,39.96999931335449
8441,2019-12-01,2020-05-01,5,50.0
20565,2020-01-01,2022-04-01,27,743.6699995994568
27568,2019-12-01,2022-03-01,27,21.989999771118164
49942,2021-03-01,2021-12-01,9,34.59000015258789
10001,2019-05-01,2020-12-01,19,21.989999771118164
17174,2019-12-01,2022-05-01,29,66.98999977111816
60570,2019-10-01,2022-05-01,31,21.989999771118164
62544,2021-06-01,2022-04-01,10,21.989999771118164
62930,2021-05-01,2021-12-01,7,21.989999771118164
83180,2021-05-01,2021-08-01,3,40.77000045776367
92027,2020-08-01,2021-05-01,9,21.989999771118164
7204,2020-08-01,2021-09-01,13,149.1200008392334
24590,2019-04-01,2020-07-01,15,117.97999763488768
31621,2022-02-01,2022-05-01,3,61.989999771118164
80000,2021-06-01,2022-03-01,9,21.989999771118164
87856,2022-02-01,2022-03-01,1,21.989999771118164
90144,2021-09-01,2022-02-01,5,21.989999771118164
731,2020-01-01,2022-01-01,24,256.94999980926514
14253,2020-01-01,2021-08-01,19,154.95000076293945
22562,2021-03-01,2021-11-01,8,264.26000022888184
98808,2020-05-01,2020-07-01,2,142.98999977111816
30166,2019-10-01,2021-03-01,17,22.989999771118164
39952,2019-02-01,2020-04-01,14,22.989999771118164
98809,2020-11-01,2021-11-01,12,101.98999977111816
66436,2020-05-01,2021-05-01,12,22.989999771118164
88297,2020-09-01,2021-02-01,5,396.9800052642822
33794,2022-03-01,2022-04-01,1,23.989999771118164
40945,2020-11-01,2021-01-01,2,203.98999977111816
57765,2020-05-01,2021-09-01,16,23.989999771118164
51279,2020-12-01,2021-01-01,1,23.989999771118164
57018,2021-10-01,2022-04-01,6,60.489999771118164
68801,2020-12-01,2022-06-01,18,23.989999771118164
84818,2020-05-01,2020-10-01,5,23.989999771118164
2835,2021-10-01,2022-05-01,7,24.989999771118164
4974,2022-04-01,2022-05-01,1,298.2100009918213
10477,2021-10-01,2022-03-01,5,24.989999771118164
16277,2022-02-01,2022-02-01,0,106.98999977111816
17463,2022-02-01,2022-05-01,3,79.34000205993652
26304,2020-06-01,2021-06-01,12,73.98999977111816
35979,2021-03-01,2022-03-01,12,24.989999771118164
40958,2020-12-01,2022-03-01,15,269.48999977111816
44045,2019-04-01,2019-12-01,8,205.94000053405762
51600,2020-11-01,2022-04-01,17,174.98999977111816
51733,2022-03-01,2022-05-01,2,282.98999977111816
55451,2019-11-01,2022-04-01,29,73.10999870300293
58359,2020-09-01,2021-03-01,6,139.47999954223633
59209,2022-03-01,2022-05-01,2,24.989999771118164
59726,2020-06-01,2021-08-01,14,24.989999771118164
60232,2020-09-01,2021-06-01,9,37.88999938964844
79886,2022-06-01,2022-06-01,0,24.989999771118164
85510,2020-08-01,2021-07-01,11,71.94000053405762
88481,2019-07-01,2020-03-01,8,24.989999771118164
3605,2021-11-01,2022-03-01,4,112.48000144958496
8577,2019-12-01,2020-07-01,7,24.989999771118164
15730,2020-02-01,2021-05-01,15,24.989999771118164
18342,2019-05-01,2019-12-01,7,207.87999725341797
20457,2020-05-01,2022-03-01,22,170.01999855041504
46229,2019-09-01,2022-01-01,28,52.97999954223633
46687,2019-09-01,2022-05-01,32,74.98999977111816
51336,2022-06-01,2022-06-01,0,184.98000526428223
56781,2019-11-01,2020-02-01,3,32.67999982833862
67509,2022-02-01,2022-06-01,4,24.989999771118164
77514,2021-01-01,2021-11-01,10,52.989999771118164
78458,2021-03-01,2021-06-01,3,24.989999771118164
84514,2021-10-01,2022-01-01,3,24.989999771118164
89523,2021-08-01,2022-01-01,5,24.989999771118164
90390,2022-04-01,2022-04-01,0,24.989999771118164
96118,2021-07-01,2022-04-01,9,24.989999771118164
3730,2019-03-01,2019-09-01,6,24.989999771118164
9471,2019-01-01,2019-03-01,2,115.48999977111816
11760,2022-02-01,2022-03-01,1,24.989999771118164
12345,2020-02-01,2020-06-01,4,24.989999771118164
60968,2020-05-01,2022-01-01,20,74.94000053405762
64754,2021-09-01,2021-12-01,3,259.97000312805176
77762,2020-04-01,2020-10-01,6,24.989999771118164
83849,2021-05-01,2022-04-01,11,53.97999954223633
84277,2021-01-01,2021-08-01,7,24.989999771118164
84394,2019-02-01,2019-04-01,2,24.989999771118164
90145,2022-06-01,2022-06-01,0,189.14000129699707
99475,2019-01-01,2020-02-01,13,24.989999771118164
11251,2021-08-01,2022-01-01,5,343.98999977111816
49397,2021-02-01,2021-10-01,8,75.94000053405762
57869,2020-01-01,2021-11-01,22,25.989999771118164
35047,2020-07-01,2020-07-01,0,108.97999954223633
68196,2019-09-01,2021-08-01,23,25.989999771118164
87838,2020-02-01,2020-11-01,9,25.989999771118164
1447,2021-03-01,2021-09-01,6,26.989999771118164
2399,2022-05-01,2022-05-01,0,276.1900005340576
3082,2019-01-01,2020-06-01,17,26.989999771118164
26818,2022-01-01,2022-03-01,2,46.989999771118164
13598,2020-09-01,2022-05-01,20,26.989999771118164
25544,2020-11-01,2021-12-01,13,26.989999771118164
34962,2022-03-01,2022-04-01,1,98.96999931335449
81681,2021-08-01,2022-04-01,8,26.989999771118164
98955,2020-12-01,2021-11-01,11,26.989999771118164
18099,2022-03-01,2022-03-01,0,50.38999938964844
35544,2022-06-01,2022-06-01,0,152.98000144958496
53899,2019-01-01,2022-01-01,36,26.989999771118164
81992,2019-07-01,2022-02-01,31,64.98999977111816
5262,2021-02-01,2022-05-01,15,27.989999771118164
10793,2022-04-01,2022-05-01,1,41.9399995803833
17818,2021-08-01,2021-12-01,4,27.989999771118164
28718,2021-05-01,2021-05-01,0,27.989999771118164
37351,2019-01-01,2021-05-01,28,27.989999771118164
42402,2021-08-01,2022-01-01,5,27.989999771118164
73598,2020-05-01,2021-12-01,19,38.96000003814697
18391,2021-11-01,2022-02-01,3,70.98999977111816
43352,2019-05-01,2020-07-01,14,27.989999771118164
49028,2019-02-01,2019-12-01,10,27.989999771118164
55195,2021-10-01,2022-03-01,5,27.989999771118164
74791,2019-08-01,2021-01-01,17,57.97999954223633
24955,2020-04-01,2020-08-01,4,39.11999988555908
42200,2020-09-01,2021-11-01,14,55.989999771118164
71621,2021-11-01,2022-05-01,6,27.989999771118164
16060,2021-09-01,2022-02-01,5,73.48999977111816
80158,2021-01-01,2021-08-01,7,68.94000053405762
68337,2020-12-01,2021-06-01,6,80.11999988555908
1436,2020-02-01,2021-04-01,14,242.98000144958496
8697,2019-08-01,2021-07-01,23,46.94000053405762
9905,2022-06-01,2022-06-01,0,108.98999977111816
